species_id,class,common_name,sciname,grp_code,depth_m_min_adj,depth_m_max_adj,gear,gear_min,gear_max,ol_length,gear_range,spp_range,encount_prob,overlap_prop,encount123
ITS-Mam-180447,Mammalia,hourglass dolphin,Lagenorhynchus cruciger,SOCD,0,200,LLT,0,400,200,400,200,0.5,1,3
ITS-Mam-180445,Mammalia,dusky dolphin,Lagenorhynchus obscurus,SOCD,0,200,GND,0,20,20,20,200,0.1,0.1,1
ITS-Mam-180445,Mammalia,dusky dolphin,Lagenorhynchus obscurus,SOCD,0,200,PST,0,280,200,280,200,0.7142857142857143,1,3
ITS-Mam-180445,Mammalia,dusky dolphin,Lagenorhynchus obscurus,SOCD,0,200,LLT,0,400,200,400,200,0.5,1,3
ITS-Mam-180455,Mammalia,Southern right whale dolphin,Lissodelphis peronii,SOCD,0,200,GND,0,20,20,20,200,0.1,0.1,1
ITS-Mam-180455,Mammalia,Southern right whale dolphin,Lissodelphis peronii,SOCD,0,200,PST,0,280,200,280,200,0.7142857142857143,1,3
ITS-Mam-180455,Mammalia,Southern right whale dolphin,Lissodelphis peronii,SOCD,0,200,LLT,0,400,200,400,200,0.5,1,3
ITS-Mam-180426,Mammalia,bottlenose dolphin,Tursiops truncatus,SOCD,0,200,GND,0,20,20,20,200,0.1,0.1,1
ITS-Mam-180426,Mammalia,bottlenose dolphin,Tursiops truncatus,SOCD,0,200,PST,0,280,200,280,200,0.7142857142857143,1,3
ITS-Mam-180426,Mammalia,bottlenose dolphin,Tursiops truncatus,SOCD,0,200,LLT,0,400,200,400,200,0.5,1,3
Fis-23061,Elasmobranchii,Oceanic whitetip shark,Carcharhinus longimanus,OE,1,230,GND,0,20,19,20,229,0.07882096069868995,0.08296943231441048,1
Fis-23061,Elasmobranchii,Oceanic whitetip shark,Carcharhinus longimanus,OE,1,230,PST,0,280,229,280,229,0.8178571428571428,1,3
Fis-23061,Elasmobranchii,Oceanic whitetip shark,Carcharhinus longimanus,OE,1,230,LLT,0,400,229,400,229,0.5725,1,3
ITS-Mam-180528,Mammalia,blue whale,Balaenoptera musculus,BW,0,250,GND,0,20,20,20,250,0.08,0.08,1
ITS-Mam-180528,Mammalia,blue whale,Balaenoptera musculus,BW,0,250,PST,0,280,250,280,250,0.8928571428571429,1,3
ITS-Mam-180528,Mammalia,blue whale,Balaenoptera musculus,BW,0,250,LLT,0,400,250,400,250,0.625,1,3
ITS-Mam-180527,Mammalia,fin whale,Balaenoptera physalus,BW,0,250,GND,0,20,20,20,250,0.08,0.08,1
ITS-Mam-180527,Mammalia,fin whale,Balaenoptera physalus,BW,0,250,PST,0,280,250,280,250,0.8928571428571429,1,3
ITS-Mam-180527,Mammalia,fin whale,Balaenoptera physalus,BW,0,250,LLT,0,400,250,400,250,0.625,1,3
ITS-Mam-180429,Mammalia,spinner dolphin,Stenella longirostris,SOCD,0,250,GND,0,20,20,20,250,0.08,0.08,1
ITS-Mam-180429,Mammalia,spinner dolphin,Stenella longirostris,SOCD,0,250,PST,0,280,250,280,250,0.8928571428571429,1,3
ITS-Mam-180429,Mammalia,spinner dolphin,Stenella longirostris,SOCD,0,250,LLT,0,400,250,400,250,0.625,1,3
ITS-Mam-180526,Mammalia,sei whale,Balaenoptera borealis,BW,0,300,GND,0,20,20,20,300,0.06666666666666667,0.06666666666666667,1
ITS-Mam-180526,Mammalia,sei whale,Balaenoptera borealis,BW,0,300,PST,0,280,280,280,300,0.9333333333333332,0.9333333333333333,3
ITS-Mam-180526,Mammalia,sei whale,Balaenoptera borealis,BW,0,300,LLT,0,400,300,400,300,0.75,1,3
Fis-31568,Elasmobranchii,Pelagic thresher,Alopias pelagicus,OE,0,300,GND,0,20,20,20,300,0.06666666666666667,0.06666666666666667,1
Fis-31568,Elasmobranchii,Pelagic thresher,Alopias pelagicus,OE,0,300,PST,0,280,280,280,300,0.9333333333333332,0.9333333333333333,3
Fis-31568,Elasmobranchii,Pelagic thresher,Alopias pelagicus,OE,0,300,LLT,0,400,300,400,300,0.75,1,3
ITS-Mam-180461,Mammalia,pygmy killer whale,Feresa attenuata,LOD,0,400,GND,0,20,20,20,400,0.05,0.05,1
ITS-Mam-180461,Mammalia,pygmy killer whale,Feresa attenuata,LOD,0,400,PST,0,280,280,280,400,0.7,0.7,3
ITS-Mam-180461,Mammalia,pygmy killer whale,Feresa attenuata,LOD,0,400,LLT,0,400,400,400,400,1,1,3
ITS-Mam-552461,Mammalia,long-finned pilot whale,Globicephala melas,LOD,0,400,GND,0,20,20,20,400,0.05,0.05,1
ITS-Mam-552461,Mammalia,long-finned pilot whale,Globicephala melas,LOD,0,400,PST,0,280,280,280,400,0.7,0.7,3
ITS-Mam-552461,Mammalia,long-finned pilot whale,Globicephala melas,LOD,0,400,LLT,0,400,400,400,400,1,1,3
ITS-Mam-180491,Mammalia,pygmy sperm whale,Kogia breviceps,OTW,0,400,GND,0,20,20,20,400,0.05,0.05,1
ITS-Mam-180491,Mammalia,pygmy sperm whale,Kogia breviceps,OTW,0,400,PST,0,280,280,280,400,0.7,0.7,3
ITS-Mam-180491,Mammalia,pygmy sperm whale,Kogia breviceps,OTW,0,400,LLT,0,400,400,400,400,1,1,3
ITS-Mam-180469,Mammalia,killer whale,Orcinus orca,LOD,0,500,GND,0,20,20,20,500,0.04,0.04,1
ITS-Mam-180469,Mammalia,killer whale,Orcinus orca,LOD,0,500,PST,0,280,280,280,500,0.56,0.56,3
ITS-Mam-180469,Mammalia,killer whale,Orcinus orca,LOD,0,500,LLT,0,400,400,400,500,0.8,0.8,3
ITS-Mam-180459,Mammalia,melon-headed whale,Peponocephala electra,LOD,0,500,GND,0,20,20,20,500,0.04,0.04,1
ITS-Mam-180459,Mammalia,melon-headed whale,Peponocephala electra,LOD,0,500,PST,0,280,280,280,500,0.56,0.56,3
ITS-Mam-180459,Mammalia,melon-headed whale,Peponocephala electra,LOD,0,500,LLT,0,400,400,400,500,0.8,0.8,3
Fis-23054,Elasmobranchii,Silky shark,Carcharhinus falciformis,PGE,0,500,GND,0,20,20,20,500,0.04,0.04,1
Fis-23054,Elasmobranchii,Silky shark,Carcharhinus falciformis,PGE,0,500,PST,0,280,280,280,500,0.56,0.56,3
Fis-23054,Elasmobranchii,Silky shark,Carcharhinus falciformis,PGE,0,500,LLT,0,400,400,400,500,0.8,0.8,3
Fis-25899,Elasmobranchii,Crocodile shark,Pseudocarcharias kamoharai,OE,0,590,GND,0,20,20,20,590,0.03389830508474576,0.03389830508474576,1
Fis-25899,Elasmobranchii,Crocodile shark,Pseudocarcharias kamoharai,OE,0,590,PST,0,280,280,280,590,0.4745762711864407,0.4745762711864407,2
Fis-25899,Elasmobranchii,Crocodile shark,Pseudocarcharias kamoharai,OE,0,590,LLT,0,400,400,400,590,0.6779661016949152,0.6779661016949152,3
ITS-Mam-180440,Mammalia,Fraser's dolphin,Lagenodelphis hosei,SOCD,0,600,GND,0,20,20,20,600,0.03333333333333333,0.03333333333333333,1
ITS-Mam-180440,Mammalia,Fraser's dolphin,Lagenodelphis hosei,SOCD,0,600,PST,0,280,280,280,600,0.4666666666666667,0.4666666666666667,2
ITS-Mam-180440,Mammalia,Fraser's dolphin,Lagenodelphis hosei,SOCD,0,600,LLT,0,400,400,400,600,0.6666666666666666,0.6666666666666666,3
Fis-23899,Elasmobranchii,Thresher,Alopias vulpinus,OE,0,650,GND,0,20,20,20,650,0.03076923076923077,0.03076923076923077,1
Fis-23899,Elasmobranchii,Thresher,Alopias vulpinus,OE,0,650,PST,0,280,280,280,650,0.4307692307692308,0.4307692307692308,2
Fis-23899,Elasmobranchii,Thresher,Alopias vulpinus,OE,0,650,LLT,0,400,400,400,650,0.6153846153846154,0.6153846153846154,3
ITS-Mam-180434,Mammalia,striped dolphin,Stenella coeruleoalba,SOCD,0,700,GND,0,20,20,20,700,0.02857142857142857,0.02857142857142857,1
ITS-Mam-180434,Mammalia,striped dolphin,Stenella coeruleoalba,SOCD,0,700,PST,0,280,280,280,700,0.4,0.4,2
ITS-Mam-180434,Mammalia,striped dolphin,Stenella coeruleoalba,SOCD,0,700,LLT,0,400,400,400,700,0.5714285714285714,0.5714285714285714,3
Fis-23898,Elasmobranchii,Bigeye thresher,Alopias superciliosus,OE,0,730,GND,0,20,20,20,730,0.0273972602739726,0.0273972602739726,1
Fis-23898,Elasmobranchii,Bigeye thresher,Alopias superciliosus,OE,0,730,PST,0,280,280,280,730,0.3835616438356164,0.3835616438356164,2
Fis-23898,Elasmobranchii,Bigeye thresher,Alopias superciliosus,OE,0,730,LLT,0,400,400,400,730,0.547945205479452,0.547945205479452,3
ITS-Mam-180466,Mammalia,short-finned pilot whale,Globicephala macrorhynchus,LOD,0,800,GND,0,20,20,20,800,0.025,0.025,1
ITS-Mam-180466,Mammalia,short-finned pilot whale,Globicephala macrorhynchus,LOD,0,800,PST,0,280,280,280,800,0.35,0.35,2
ITS-Mam-180466,Mammalia,short-finned pilot whale,Globicephala macrorhynchus,LOD,0,800,LLT,0,400,400,400,800,0.5,0.5,2
Fis-23129,Elasmobranchii,Tiger shark,Galeocerdo cuvier,PGE,1,800,GND,0,20,19,20,799,0.02259073842302878,0.023779724655819776,1
Fis-23129,Elasmobranchii,Tiger shark,Galeocerdo cuvier,PGE,1,800,PST,0,280,279,280,799,0.34793938852136597,0.34918648310387984,2
Fis-23129,Elasmobranchii,Tiger shark,Galeocerdo cuvier,PGE,1,800,LLT,0,400,399,400,799,0.4981257822277847,0.49937421777221525,2
ITS-Mam-180524,Mammalia,northern minke whale,Balaenoptera acutorostrata,BW,0,1000,GND,0,20,20,20,1000,0.02,0.02,1
ITS-Mam-180524,Mammalia,northern minke whale,Balaenoptera acutorostrata,BW,0,1000,PST,0,280,280,280,1000,0.28,0.28,2
ITS-Mam-180524,Mammalia,northern minke whale,Balaenoptera acutorostrata,BW,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2
ITS-Mam-612597,Mammalia,Bryde's whale,Balaenoptera brydei,BW,0,1000,GND,0,20,20,20,1000,0.02,0.02,1
ITS-Mam-612597,Mammalia,Bryde's whale,Balaenoptera brydei,BW,0,1000,PST,0,280,280,280,1000,0.28,0.28,2
ITS-Mam-612597,Mammalia,Bryde's whale,Balaenoptera brydei,BW,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2
ITS-Mam-180525,Mammalia,Eden's whale,Balaenoptera edeni,BW,0,1000,GND,0,20,20,20,1000,0.02,0.02,1
ITS-Mam-180525,Mammalia,Eden's whale,Balaenoptera edeni,BW,0,1000,PST,0,280,280,280,1000,0.28,0.28,2
ITS-Mam-180525,Mammalia,Eden's whale,Balaenoptera edeni,BW,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2
ITS-Mam-180457,Mammalia,Risso's dolphin,Grampus griseus,LOD,0,1000,GND,0,20,20,20,1000,0.02,0.02,1
ITS-Mam-180457,Mammalia,Risso's dolphin,Grampus griseus,LOD,0,1000,PST,0,280,280,280,1000,0.28,0.28,2
ITS-Mam-180457,Mammalia,Risso's dolphin,Grampus griseus,LOD,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2
ITS-Mam-180495,Mammalia,Arnoux's beaked whale,Berardius arnuxii,OTW,0,1000,GND,0,20,20,20,1000,0.02,0.02,1
ITS-Mam-180495,Mammalia,Arnoux's beaked whale,Berardius arnuxii,OTW,0,1000,PST,0,280,280,280,1000,0.28,0.28,2
ITS-Mam-180495,Mammalia,Arnoux's beaked whale,Berardius arnuxii,OTW,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2
ITS-Mam-180516,Mammalia,strap-toothed whale,Mesoplodon layardii,OTW,0,1000,GND,0,20,20,20,1000,0.02,0.02,1
ITS-Mam-180516,Mammalia,strap-toothed whale,Mesoplodon layardii,OTW,0,1000,PST,0,280,280,280,1000,0.28,0.28,2
ITS-Mam-180516,Mammalia,strap-toothed whale,Mesoplodon layardii,OTW,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2
ITS-Mam-180500,Mammalia,Shepherd's beaked whale,Tasmacetus shepherdi,OTW,0,1000,GND,0,20,20,20,1000,0.02,0.02,1
ITS-Mam-180500,Mammalia,Shepherd's beaked whale,Tasmacetus shepherdi,OTW,0,1000,PST,0,280,280,280,1000,0.28,0.28,2
ITS-Mam-180500,Mammalia,Shepherd's beaked whale,Tasmacetus shepherdi,OTW,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2
Fis-23273,Elasmobranchii,Scalloped hammerhead,Sphyrna lewini,SSE,0,1000,GND,0,20,20,20,1000,0.02,0.02,1
Fis-23273,Elasmobranchii,Scalloped hammerhead,Sphyrna lewini,SSE,0,1000,PST,0,280,280,280,1000,0.28,0.28,2
Fis-23273,Elasmobranchii,Scalloped hammerhead,Sphyrna lewini,SSE,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2
Fis-23047,Elasmobranchii,Grey reef shark,Carcharhinus amblyrhynchos,SSE,0,1000,GND,0,20,20,20,1000,0.02,0.02,1
Fis-23047,Elasmobranchii,Grey reef shark,Carcharhinus amblyrhynchos,SSE,0,1000,PST,0,280,280,280,1000,0.28,0.28,2
Fis-23047,Elasmobranchii,Grey reef shark,Carcharhinus amblyrhynchos,SSE,0,1000,LLT,0,400,400,400,1000,0.4,0.4,2
Fis-23071,Elasmobranchii,Great white shark,Carcharodon carcharias,PGE,0,1200,GND,0,20,20,20,1200,0.01666666666666666,0.016666666666666666,1
Fis-23071,Elasmobranchii,Great white shark,Carcharodon carcharias,PGE,0,1200,PST,0,280,280,280,1200,0.23333333333333336,0.23333333333333334,1
Fis-23071,Elasmobranchii,Great white shark,Carcharodon carcharias,PGE,0,1200,LLT,0,400,400,400,1200,0.3333333333333333,0.3333333333333333,2
ITS-Mam-180502,Mammalia,longman's beaked whale,Indopacetus pacificus,OTW,0,1500,GND,0,20,20,20,1500,0.01333333333333333,0.013333333333333334,1
ITS-Mam-180502,Mammalia,longman's beaked whale,Indopacetus pacificus,OTW,0,1500,PST,0,280,280,280,1500,0.18666666666666668,0.18666666666666668,1
ITS-Mam-180502,Mammalia,longman's beaked whale,Indopacetus pacificus,OTW,0,1500,LLT,0,400,400,400,1500,0.26666666666666666,0.26666666666666666,2
Fis-35514,Elasmobranchii,Chilean devil ray,Mobula tarapacana,FFE,0,1896,GND,0,20,20,20,1896,0.01054852320675105,0.010548523206751054,1
Fis-35514,Elasmobranchii,Chilean devil ray,Mobula tarapacana,FFE,0,1896,PST,0,280,280,280,1896,0.14767932489451477,0.14767932489451477,1
Fis-35514,Elasmobranchii,Chilean devil ray,Mobula tarapacana,FFE,0,1896,LLT,0,400,400,400,1896,0.2109704641350211,0.2109704641350211,1
Fis-30583,Elasmobranchii,Whale shark,Rhincodon typus,FFE,0,1928,GND,0,20,20,20,1928,0.01037344398340249,0.01037344398340249,1
Fis-30583,Elasmobranchii,Whale shark,Rhincodon typus,FFE,0,1928,PST,0,280,280,280,1928,0.14522821576763487,0.14522821576763487,1
Fis-30583,Elasmobranchii,Whale shark,Rhincodon typus,FFE,0,1928,LLT,0,400,400,400,1928,0.2074688796680498,0.2074688796680498,1
Fis-22747,Elasmobranchii,Basking shark,Cetorhinus maximus,FFE,0,2000,GND,0,20,20,20,2000,0.01,0.01,1
Fis-22747,Elasmobranchii,Basking shark,Cetorhinus maximus,FFE,0,2000,PST,0,280,280,280,2000,0.14,0.14,1
Fis-22747,Elasmobranchii,Basking shark,Cetorhinus maximus,FFE,0,2000,LLT,0,400,400,400,2000,0.2,0.2,1
ITS-Mam-180475,Mammalia,spectacled porpoise,Phocoena dioptrica,IDP,0,100,GND,0,20,20,20,100,0.2,0.2,1
ITS-Mam-180475,Mammalia,spectacled porpoise,Phocoena dioptrica,IDP,0,100,PST,0,280,100,280,100,0.35714285714285715,1,3
ITS-Mam-180475,Mammalia,spectacled porpoise,Phocoena dioptrica,IDP,0,100,LLT,0,400,100,400,100,0.25,1,3
ITS-Mam-180463,Mammalia,false killer whale,Pseudorca crassidens,LOD,0,1000,GND,0,20,20,20,1000,0.02,0.02,1
ITS-Mam-180463,Mammalia,false killer whale,Pseudorca crassidens,LOD,0,1000,PST,0,280,280,280,1000,0.28,0.28,2
