internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
161517,Etmopterus lucifer,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,lucifer,,,,,"Jordan &amp; Snyder, 1902","Taxonomy remains unresolved for this species, with nominal records from various locations likely to represent other species (Ebert <em>et al.</em> 2013). This species is frequently misidentified with other regional etmopterids, e.g., <em>Etmopterus burgessi </em>(Schaaf-DaSilva and Ebert 2006). Therefore, care should be taken when identifying similar looking <em>lucifer</em>-group lanternsharks."
161518,Mustelus norrisi,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,norrisi,,,,,"Springer, 1939","This species can be visually distinguished from two morphologically similar regional congeners, the Dusky Smoothhound (<em>Mustelus canis</em>) and the Gulf of Mexico Smoothhound (<em>M. sinusmexicanus</em>) by several characters including fin shape and ampullary pore patterns (Giresi <em>et al. </em>2013)."
161524,Carcharhinus isodon,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,isodon,,,,,"(Müller &amp; Henle, 1839)",
161564,Carcharhinus altimus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,altimus,,,,,"(Springer, 1950)","The Bignose Shark is morphologically distinct but genetically similar to the Sandbar Shark (<em>Carcharhinus plumbeus</em>) (Naylor <em>et al.</em> 2012, Duffy and Struthers 2017)."
161610,Dipturus teevani,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,teevani,,,,,"(Bigelow &amp; Schroeder, 1951)",
161681,Springeria folirostris,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Springeria,folirostris,,,,,"Bigelow &amp; Schroeder, 1951",
161682,Cruriraja rugosa,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GURGESIELLIDAE,Cruriraja,rugosa,,,,,"Bigelow &amp; Schroeder, 1958",
161696,Alopias superciliosus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ALOPIIDAE,Alopias,superciliosus,,,,,"Lowe, 1841",
161702,Rajella purpuriventralis,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,purpuriventralis,,,,,"(Bigelow &amp; Schroeder, 1962)",
161718,Dipturus olseni,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,olseni,,,,,"(Bigelow &amp; Schroeder, 1951)",
161731,Pteroplatytrygon violacea,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Pteroplatytrygon,violacea,,,,,"(Bonaparte, 1832)",
126710128,Mobula hypostoma,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,MOBULIDAE,Mobula,hypostoma,,,,,"(Bancroft, 1831)","White <em>et al</em>. (2017) concluded that <em>Mobula rochebrunei </em>(East Atlantic Devilray) is a junior synonym of <em>M. hypostoma</em> (Atlantic Devilray), with the latter species being confirmed as occurring in both the Western and Eastern Atlantic."
161743,Pseudobatos lentiginosus,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Pseudobatos,lentiginosus,,,,,"(Garman, 1880)","Last <em>et al</em>. (2016a) revised the genus <em>Rhinobatos</em>, transferring <em>glaucostigma</em>, <em>horkelii</em>, <em>lentiginosus</em>, <em>leucorhynchus</em>, <em>percellens</em>, <em>planiceps</em>, <em>prahli</em>, and <em>productus</em> to the new genus <em>Pseudobatos</em>."
19488,Rhincodon typus,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,RHINCODONTIDAE,Rhincodon,typus,,,,,"Smith, 1828",
195475,Rhynchobatus palpebratus,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINIDAE,Rhynchobatus,palpebratus,,,,,"Compagno &amp; Last, 2008","<em>Rhynchobatus palpebratus</em>&#160;is part of the Indo-West Pacific&#160;<em>Rhynchobatus djiddensis</em>&#160;species-complex. The name&#160;<em>R. djiddensis</em>&#160;has previously been used widely, leading to poorly-defined taxonomy and distributions for members of the complex (in particular,&#160;<em>R. australiae</em>,<em>&#160;R. djiddensis</em>, and&#160;<em>R. laevis</em>). Further investigation into the taxonomy of 'whitespotted wedgefish' is required, and additional species are likely to be described in the future."
195488,Squalus suckleyi,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,suckleyi,,,,,"(Girard, 1854)","North Pacific Spiny Dogfish <em>Squalus suckleyi</em> (Girard, 1854) has a rather long and convoluted taxonomic history. It was first described in 1854 as a separate species from the well-known Spiny Dogfish (<em>Squalus acanthias</em>)&#160;but was subsequently synonymyzed as the same species even though its life history parameters, meristics, morphometrics, and molecular data suggested otherwise. A comparative study of its morphometrics and meristics, as well as a molecular study on this species complex have revealed it to be distinctive from the North Atlantic and other <em>S. acanthias</em> forms elsewhere (Ebert <em>et al.</em> 2010)."
3851,Carcharhinus limbatus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,limbatus,,,,,"(Müller &amp; Henle, 1839)",
3852,Carcharhinus obscurus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,obscurus,,,,,"(Lesueur, 1818)",The Dusky Shark is extremely similar genetically and morphologically to the Galapagos Shark (<em>Carcharhinus galapagensis</em>).  These species share mitochondrial DNA haplotypes but are  distinguishable based on single nuclear polymorphisms (SNPs) (Corrigan <em>et al.</em> 2017) and also occupy different habitats (insular vs. continental).
3853,Carcharhinus plumbeus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,plumbeus,,,,,"(Nardo, 1827)",
3854,Carcharias taurus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Carcharias,taurus,,,,,"Rafinesque, 1810",
3855,Carcharodon carcharias,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Carcharodon,carcharias,,,,,"(Linnaeus, 1758)",
39324,Notorynchus cepedianus,ANIMALIA,CHORDATA,CHONDRICHTHYES,HEXANCHIFORMES,HEXANCHIDAE,Notorynchus,cepedianus,,,,,"(Péron, 1807)",
162293947,Centrophorus granulosus,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,granulosus,,,,,"(Bloch &amp; Schneider, 1801)","This is the revised taxonomic concept of&#160;<em>Centrophorus grandulosus</em>, which includes&#160;<em>C. lusitanucs</em>&#160;as a junior synonym;&#160;<em>C. lesliei</em>&#160;and&#160;<em>C. longipinnis</em>&#160;are also now split out as newly recognised species."
39331,Squatina occulta,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUATINIFORMES,SQUATINIDAE,Squatina,occulta,,,,,"Vooren &amp; da Silva, 1991","There is some controversy concerning the taxonomy and nomenclature of <em>Squatina</em> species of the Southwest Atlantic. <em>Squatina occulta</em> described by Vooren and da Silva (1991) has been regarded as being a junior synonym of <em>S. guggenheim</em> by Soto (2001) in a species-level checklist of the region. Although evidence was not given to support this statement, Bernardes <em>et al.</em> (2005) followed Soto’s proposal. However, later studies have re-evaluated the species’ validity. The validity of <em>S. occulta</em> Vooren and da Silva, 1991 as a distinct species has been confirmed through the study of mitochondrial DNA by Stelbrink <em>et al.</em> (2010) and in a comparative study of Southwest Atlantic <em>Squatina</em> neurocrania (Carvalho <em>et al. </em>2012).&#160;Both studies also recognized <em>S. argentina</em>, <em>S. guggenheim</em>, and <em>S. occulta</em> as the only valid species in the Southwest Atlantic (preceding the description of new species since that time, <em>S. david </em>and <em>S. varii</em>).<br/><br/>Some confusion exists regarding the publication date of the description of&#160;<em>S. occulta</em> (Faria <em>et al.</em> 2014). Some taxonomic literature sources list 1991 as the publication date while others list 1992. This confusion is probably due to the distribution of pre-prints of the article in 1991 before the full issue of the journal was printed in 1992. According to The International Commission on Zoological Nomenclature, the publication date of the <em>S. occulta</em> description is 1991. There has also been discrepancy in referencing the species authority for&#160;<em>S. occulta</em>, particularly the name of the second author (Faria <em>et al. </em>2014); K.G. da Silva’s surname has been spelled ‘da Silva’, ‘Da Silva’, and ‘Silva’. Faria <em>et al.</em> (2014) suggested using the one in the revisions by Vaz and Carvalho (2013) and in online taxonomic databases. Thus, the recommended citation is&#160;<em>S. occulta</em>&#160;Vooren &amp; da Silva, 1991."
39336,Odontaspis noronhai,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Odontaspis,noronhai,,,,,"(Maul, 1955)",
39339,Alopias vulpinus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ALOPIIDAE,Alopias,vulpinus,,,,,"(Bonnaterre, 1788)","A study using allozymes as a genetic marker (Eitner 1995) indicated that an unrecognized fourth species of <em>Alopias</em> may exist, however this claim was based on data from a single shark specimen likely to have been <em>A. vulpinus</em>. Recent work investigating population structure of all three <em>Alopias</em> species using mitochondrial DNA control region sequences (Trejo 2005) has found no evidence indicating that a fourth species of thresher sharks exists."
39341,Isurus oxyrinchus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Isurus,oxyrinchus,,,,,"Rafinesque, 1810",
39347,Schroederichthys bivius,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Schroederichthys,bivius,,,,,"(Müller &amp; Henle, 1838)",
39352,Galeorhinus galeus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Galeorhinus,galeus,,,,,"(Linnaeus, 1758)",
39359,Mustelus canis,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,canis,,,,,"(Mitchill, 1815)","This species is comprised of two valid subspecies: <em>Mustelus canis canis </em>occurs on the continental shelf, whereas <em>M. c. insularis </em>occurs on insular shelves in the Caribbean (Heemstra 1997, Ebert <em>et al. </em>2013)."
39368,Carcharhinus brevipinna,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,brevipinna,,,,,"(Müller &amp; Henle, 1839)",
39372,Carcharhinus leucas,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,leucas,,,,,"(Müller &amp; Henle, 1839)",
39374,Carcharhinus longimanus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,longimanus,,,,,"(Poey, 1861)",
39378,Galeocerdo cuvier,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Galeocerdo,cuvier,,,,,"(Péron &amp; Lesueur, 1822)",
39380,Negaprion brevirostris,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Negaprion,brevirostris,,,,,"(Poey, 1868)",
39381,Prionace glauca,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Prionace,glauca,,,,,"(Linnaeus, 1758)",
39385,Sphyrna lewini,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Sphyrna,lewini,,,,,"(Griffith &amp; Smith, 1834)",
39386,Sphyrna mokarran,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Sphyrna,mokarran,,,,,"(Rüppell, 1837)",
39388,Sphyrna zygaena,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Sphyrna,zygaena,,,,,"(Linnaeus, 1758)",
39411,Fluvitrygon signifer,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Fluvitrygon,signifer,,,,,"(Compagno &amp; Roberts, 1982)","<em>Himantura signifer</em>, <em>H. kittipongi, and H. oxyrhynchus </em>were placed within the newly described genus <em>Fluvitrygon </em>(Last <em>et al.</em> 2016a). This species is most similar to <em>H. kittipongi</em>, from which it differs in having no thorny denticles on the tail and a pale edge to the disc (Last <em>et al.</em> 2016b)."
41064,Pseudobatos horkelii,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Pseudobatos,horkelii,,,,,"(Müller &amp; Henle, 1841)","Last <em>et al</em>. (2016) revised the genus <em>Rhinobatos</em>, transferring <em>glaucostigma</em>, <em>horkelii</em>, <em>lentiginosus</em>, <em>leucorhynchus</em>, <em>percellens</em>, <em>planiceps</em>, <em>prahli</em>, and <em>productus</em> to the new genus <em>Pseudobatos</em>."
41736,Carcharhinus galapagensis,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,galapagensis,,,,,"(Snodgrass &amp; Heller, 1905)",The Galapagos Shark is extremely similar genetically and morphologically to the Dusky Shark (<em>Carcharhinus obscurus</em>). These species share mitochondrial DNA haplotypes but are distinguishable based on single nuclear polymorphisms (SNPs) (Corrigan <em>et al.</em> 2017) and also occupy different habitats (insular vs. continental).
41741,Carcharhinus brachyurus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,brachyurus,,,,,"(Günther, 1870)",
41801,Echinorhinus brucus,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ECHINORHINIDAE,Echinorhinus,brucus,,,,,"(Bonnaterre, 1788)",Genetics studies have led some researchers to suspect that there may be an undescribed species of&#160;<em>Echinorhinus&#160;</em>off Oman and elsewhere in the Arabian Sea region (Henderson&#160;<em>et al</em>. 2016).
41823,Heptranchias perlo,ANIMALIA,CHORDATA,CHONDRICHTHYES,HEXANCHIFORMES,HEXANCHIDAE,Heptranchias,perlo,,,,,"(Bonnaterre, 1788)",
41830,Isistius brasiliensis,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Isistius,brasiliensis,,,,,"(Quoy &amp; Gaimard, 1824)",
152781967,Squalus mitsukurii,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,mitsukurii,,,,,"Jordan &amp; Snyder, 1903","<em>Squalus mitsukurii </em>was&#160;once considered a globally distributed species, but recent morphological and genetic work suggests the species is restricted to temperate waters of Japan and Korea, and is possibly endemic to the Northwest Pacific (Pfleger <em>et al. </em>2018, Ziadi-Künzli<em> et al.</em> 2020). The resolution of the species-complex is ongoing with further species likely being described in the future."
44185,Fluvitrygon oxyrhynchus,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Fluvitrygon,oxyrhynchus,,,,,"(Sauvage, 1878)","<em>Himantura oxyrhynchus</em>, <em>H. signifer</em>, and <em>H. kittipongi</em> and were placed within the newly described genus <em>Fluvitrygon</em> (Last <em>et al.</em> 2016a)."
44221,Apristurus parvipinnis,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PENTANCHIDAE,Apristurus,parvipinnis,,,,,"Springer &amp; Heemstra, 1979",
44565,Mitsukurina owstoni,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,MITSUKURINIDAE,Mitsukurina,owstoni,,,,,"Jordan, 1898",There is a single extant species in the family Mitsukurinidae.
44566,Pseudotriakis microdon,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PSEUDOTRIAKIDAE,Pseudotriakis,microdon,,,,,"de Brito Capello, 1868","Yano and Musick (1992) showed that morphometric characters used to separate Pacific <em>Pseudotriakis acrales</em> Jordan &amp; Snyder, 1904 from Atlantic <em>P. microdon</em> de Brito Capello, 1868 did not differ significantly, and these authors confirmed <em>P. acrales</em> as a junior synonym of <em>P. microdon</em>. <em>Pseudotriakis</em> is thus a mono-specific genus."
44577,Benthobatis kreffti,ANIMALIA,CHORDATA,CHONDRICHTHYES,TORPEDINIFORMES,NARCINIDAE,Benthobatis,kreffti,,,,,"Rincón, Stehmann &amp; Vooren, 2001",
44578,Galeus mincaronei,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,PENTANCHIDAE,Galeus,mincaronei,,,,,"Soto, 2001",
44581,Mustelus fasciatus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,fasciatus,,,,,"(Garman, 1913)",
44582,Psammobatis bergi,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Psammobatis,bergi,,,,,"Marini, 1932",
44583,Psammobatis extenta,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Psammobatis,extenta,,,,,"(Garman, 1913)",
44586,Schroederichthys saurisqualus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Schroederichthys,saurisqualus,,,,,"Soto, 2001",
44587,Schroederichthys tenuis,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Schroederichthys,tenuis,,,,,"Springer, 1966",
130394197,Scyliorhinus haeckelii,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,haeckelii,,,,,"(Miranda Ribeiro, 1907)","Soares <em>et al</em>. (2016) redescribed <em>Scyliorhinus haekelii</em>, placing <em>S. besnardi</em> Springer &amp; Sadowsky, 1970 as a synonym. Species of <em>Scyliorhinus</em> were further reviewed and redescribed by Soares and De Carvalho (2019), who recognised 16 valid species. Soares and De Carvalho (2019) also revised the geographic distribution of <em>S. haeckelii</em>, restricting its range to the southwestern Atlantic from southern Bahia, Brazil, to northern Argentina."
44590,Scyliorhinus hesperius,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,hesperius,,,,,"Springer, 1966",
44595,Rhinoptera brasiliensis,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,RHINOPTERIDAE,Rhinoptera,brasiliensis,,,,,"Müller, 1836","This species is sometimes confused with <em>Rhinoptera bonasus</em>, which can only be distinguished by counting the series of toothplates. <em>Rhinoptera bonasus</em> usually have seven series of plates in both jaws, while <em>R. brasiliensis</em> teeth are typically arranged in series of nine (Last <em>et al.</em> 2016)."
44597,Sympterygia bonapartii,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Sympterygia,bonapartii,,,,,"Müller &amp; Henle, 1841",
44598,Urotrygon microphthalmum,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,UROTRYGONIDAE,Urotrygon,microphthalmum,,,,,"Delsman, 1941",
44603,Euprotomicroides zantedeschia,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Euprotomicroides,zantedeschia,,,,,"Hulley &amp; Penrith, 1966",There are a number of errors in the original description (Hulley and Penrith 1966) which led Stehmann and Krefft (1988) to provide a detailed and accurate redescription.
44642,Sympterygia acuta,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Sympterygia,acuta,,,,,"Garman, 1877",
44644,Dipturus leptocaudus,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,leptocaudus,,,,,"(Krefft &amp; Stehmann, 1975)",
44645,Rajella sadowskii,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,sadowskii,,,,,"(Krefft &amp; Stehmann, 1974)",
44656,Gurgesiella dorsalifera,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GURGESIELLIDAE,Gurgesiella,dorsalifera,,,,,"McEachran &amp; Compagno, 1980",
44666,Rhizoprionodon lalandii,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Rhizoprionodon,lalandii,,,,,"(Müller &amp; Henle, 1839)","The specific name has been misspelled and consistently used in the literature as&#160;<em><span><em>Rhizoprionodon </em>lalandei</em>, but the original spelling <em>R. lalandii</em> should be retained."
44993,Discopyge tschudii,ANIMALIA,CHORDATA,CHONDRICHTHYES,TORPEDINIFORMES,NARCINIDAE,Discopyge,tschudii,,,,,"Heckel, 1846",
152784762,Gymnura micrura,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,GYMNURIDAE,Gymnura,micrura,,,,,"(Bloch &amp; Schneider, 1801)",<em>Gymnura micrura</em> has been redescribed with<em> G. lessae</em>&#160;and&#160;<em>G. sereti</em> split out from&#160;<em>G. micrura</em>&#160;as separate species (Yokota and Carvalho 2017).
60128,Rhinoptera bonasus,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,RHINOPTERIDAE,Rhinoptera,bonasus,,,,,"(Mitchill, 1815)","This species is sometimes confused with <em>Rhinoptera brasiliensis</em>, which can only be distinguished from <em>R. bonasus</em> by counting the series of toothplates. <em>Rhinoptera bonasus</em> usually have seven series of plates in both jaws, while <em>R. brasiliensis</em> teeth are typically arranged in series of nine (Last <em>et al.</em> 2016)."
60135,Tetronarce puelcha,ANIMALIA,CHORDATA,CHONDRICHTHYES,TORPEDINIFORMES,TORPEDINIDAE,Tetronarce,puelcha,,,,,"(Lahille, 1926)",
60140,Harriotta raleighana,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,RHINOCHIMAERIDAE,Harriotta,raleighana,,,,,"Goode &amp; Bean, 1895",
60154,Dasyatis hypostigma,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Dasyatis,hypostigma,,,,,"Santos &amp; Carvalho, 2004","This species has been mistaken mainly for <em>Dasyatis </em>(=<em>Hypanus</em>)<em> </em><em>say</em> but also for <em>Dasyatis pastinaca</em> in the past. The specific name has been misspelled as <em>hipostigma</em>, including in the original description."
60159,Hypanus say,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Hypanus,say,,,,,"(Lesueur, 1817)","The genus <em>Hypanus</em> formerly was a junior synonym of <em>Dasyatis </em>and&#160;it was resurrected by Last <em>et al</em>. (2016) in their revision of the family Dasyatidae.<br/><br/>Until recently, the species name usually was spelled as <em>sayi</em> rather than <em>say</em>. This is not a synonymy, simply a change to conform to original spelling."
60161,Styracura schmardae,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,POTAMOTRYGONIDAE,Styracura,schmardae,,,,,"(Werner, 1904)",
60189,Hydrolagus alberti,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Hydrolagus,alberti,,,,,"Bigelow &amp; Schroeder, 1951",
60201,Sphyrna media,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Sphyrna,media,,,,,"Springer, 1940",
60202,Sphyrna tudes,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SPHYRNIDAE,Sphyrna,tudes,,,,,"(Valenciennes, 1822)",
60203,Mustelus schmitti,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,schmitti,,,,,"Springer, 1939",
60204,Mustelus higmani,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,higmani,,,,,"Springer &amp; Lowe, 1963",
60206,Mustelus sinusmexicanus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,sinusmexicanus,,,,,"Heemstra, 1997",This Gulf of Mexico endemic species has sometimes been mistaken for the sympatric Dusky Smoothound (<em>Mustelus canis</em>) and Narrowfin Smoothhound (<em>M. norrisi</em>) in its limited offshore range (Heemstra 1997).
