Gear,mycellid,Lat,Lon,avg_eff_gear_yr,eff_smth
Gillnets,-0.25_60.25,-0.25,60.25,116.635249739624,116.635249739624
Gillnets,-0.25_60.75,-0.25,60.75,196.614119865128,196.614119865128
Gillnets,-0.25_61.25,-0.25,61.25,296.077365746971,296.077365746971
Gillnets,-0.25_61.75,-0.25,61.75,277.385579101914,277.385579101914
Gillnets,-0.25_62.25,-0.25,62.25,281.490947729999,281.490947729999
Gillnets,-0.25_62.75,-0.25,62.75,185.639193441081,185.639193441081
Gillnets,-0.25_63.25,-0.25,63.25,232.928392946255,232.928392946255
Gillnets,-0.25_63.75,-0.25,63.75,524.705413301949,524.705413301949
Gillnets,-0.25_64.25,-0.25,64.25,296.348265639406,296.348265639406
Gillnets,-0.25_64.75,-0.25,64.75,154.903755227272,154.903755227272
Gillnets,-0.25_65.25,-0.25,65.25,150.203097550941,150.203097550941
Gillnets,-0.25_65.75,-0.25,65.75,147.792409996801,147.792409996801
Gillnets,-0.25_66.25,-0.25,66.25,213.199138362931,213.199138362931
Gillnets,-0.25_66.75,-0.25,66.75,201.520462082509,201.520462082509
Gillnets,-0.25_67.25,-0.25,67.25,203.011047838538,203.011047838538
Gillnets,-0.25_67.75,-0.25,67.75,171.373179431036,171.373179431036
Gillnets,-0.25_68.25,-0.25,68.25,201.861410876862,201.861410876862
Gillnets,-0.25_68.75,-0.25,68.75,226.75418946183,226.75418946183
Gillnets,-0.25_69.25,-0.25,69.25,218.858337919461,218.858337919461
Gillnets,-0.25_69.75,-0.25,69.75,148.419296406154,148.419296406154
Gillnets,-0.25_70.25,-0.25,70.25,38.628280733262,38.628280733262
Gillnets,-0.25_76.25,-0.25,76.25,13.3340718781195,13.3340718781195
Gillnets,-0.25_76.75,-0.25,76.75,132.514068848173,132.514068848173
Gillnets,-0.25_77.25,-0.25,77.25,383.891037747129,383.891037747129
Gillnets,-0.25_77.75,-0.25,77.75,159.470643254657,159.470643254657
Gillnets,-0.25_78.25,-0.25,78.25,126.311329418747,126.311329418747
Gillnets,-0.25_78.75,-0.25,78.75,273.237069364515,273.237069364515
Gillnets,-0.25_79.25,-0.25,79.25,187.475916256603,187.475916256603
Gillnets,-0.25_79.75,-0.25,79.75,132.025797450333,132.025797450333
Gillnets,-0.25_80.25,-0.25,80.25,137.894850441905,137.894850441905
Gillnets,-0.25_80.75,-0.25,80.75,155.441320776489,155.441320776489
Gillnets,-0.25_81.25,-0.25,81.25,85.9875689975315,85.9875689975315
Gillnets,-0.25_81.75,-0.25,81.75,61.9618528880364,61.9618528880364
Gillnets,-0.25_82.25,-0.25,82.25,96.2163365151311,96.2163365151311
Gillnets,-0.25_82.75,-0.25,82.75,70.041420681201,70.041420681201
Gillnets,-0.25_83.25,-0.25,83.25,101.783651978465,101.783651978465
Gillnets,-0.25_83.75,-0.25,83.75,109.170748266945,109.170748266945
Gillnets,-0.25_84.25,-0.25,84.25,113.105627421019,113.105627421019
Gillnets,-0.25_84.75,-0.25,84.75,109.236770220231,109.236770220231
Gillnets,-0.25_85.25,-0.25,85.25,101.429866576062,101.429866576062
Gillnets,-0.25_85.75,-0.25,85.75,72.7956099914026,72.7956099914026
Gillnets,-0.25_86.25,-0.25,86.25,72.6466035747359,72.6466035747359
Gillnets,-0.25_86.75,-0.25,86.75,92.2289613550769,92.2289613550769
Gillnets,-0.25_87.25,-0.25,87.25,89.7993544726013,89.7993544726013
Gillnets,-0.25_87.75,-0.25,87.75,63.3820666067531,63.3820666067531
Gillnets,-0.25_88.25,-0.25,88.25,70.4271111607933,70.4271111607933
Gillnets,-0.25_88.75,-0.25,88.75,98.5441783101843,98.5441783101843
Gillnets,-0.25_89.25,-0.25,89.25,87.432113541334,87.432113541334
Gillnets,-0.25_89.75,-0.25,89.75,119.61402838738,119.61402838738
Gillnets,-0.25_90.25,-0.25,90.25,140.392407048005,140.392407048005
Gillnets,-0.25_90.75,-0.25,90.75,111.1170221418,111.1170221418
Gillnets,-0.25_91.25,-0.25,91.25,57.6830651646004,57.6830651646004
Gillnets,-0.25_91.75,-0.25,91.75,63.7885009662689,63.7885009662689
Gillnets,-0.25_92.25,-0.25,92.25,71.3437439423512,71.3437439423512
Gillnets,-0.25_92.75,-0.25,92.75,132.990908102916,132.990908102916
Gillnets,-0.25_93.25,-0.25,93.25,541.560934449265,541.560934449265
Gillnets,-0.25_93.75,-0.25,93.75,1545.53135268536,1545.53135268536
Gillnets,-0.25_94.25,-0.25,94.25,863.783664492858,863.783664492858
Gillnets,-0.25_94.75,-0.25,94.75,199.449128136895,199.449128136895
Gillnets,-0.25_95.25,-0.25,95.25,30.8790270597236,30.8790270597236
Gillnets,-0.25_97.25,-0.25,97.25,4746.06760943072,4746.06760943072
Gillnets,-0.25_97.75,-0.25,97.75,26117.6751354898,23985.9582093003
Gillnets,-0.25_98.25,-0.25,98.25,43602.2432140892,23985.9582093003
Gillnets,-0.25_98.75,-0.25,98.75,45882.8056616398,23985.9582093003
Gillnets,-0.25_99.25,-0.25,99.25,44197.9092455952,23985.9582093003
Gillnets,-0.25_99.75,-0.25,99.75,38593.030288637,23985.9582093003
Gillnets,-0.75_45.75,-0.75,45.75,16.9025564333735,16.9025564333735
Gillnets,-0.75_46.25,-0.75,46.25,80.2630998900911,80.2630998900911
Gillnets,-0.75_46.75,-0.75,46.75,205.444546780389,205.444546780389
Gillnets,-0.75_47.25,-0.75,47.25,137.985478539808,137.985478539808
Gillnets,-0.75_47.75,-0.75,47.75,218.694591498732,218.694591498732
Gillnets,-0.75_48.25,-0.75,48.25,226.991617658874,226.991617658874
Gillnets,-0.75_48.75,-0.75,48.75,279.155518330508,279.155518330508
Gillnets,-0.75_49.25,-0.75,49.25,402.861260784912,402.861260784912
Gillnets,-0.75_49.75,-0.75,49.75,352.665974976461,352.665974976461
Gillnets,-0.75_50.25,-0.75,50.25,303.189897576392,303.189897576392
Gillnets,-0.75_50.75,-0.75,50.75,251.606949539593,251.606949539593
Gillnets,-0.75_51.25,-0.75,51.25,205.261223890583,205.261223890583
Gillnets,-0.75_51.75,-0.75,51.75,173.062921196253,173.062921196253
Gillnets,-0.75_52.25,-0.75,52.25,131.158823043616,131.158823043616
Gillnets,-0.75_52.75,-0.75,52.75,167.011412770729,167.011412770729
Gillnets,-0.75_53.25,-0.75,53.25,176.069724368402,176.069724368402
Gillnets,-0.75_53.75,-0.75,53.75,167.586031139715,167.586031139715
Gillnets,-0.75_54.25,-0.75,54.25,93.3876711307595,93.3876711307595
Gillnets,-0.75_54.75,-0.75,54.75,43.281186513481,43.281186513481
Gillnets,-0.75_55.25,-0.75,55.25,42.8703150399855,42.8703150399855
Gillnets,-0.75_55.75,-0.75,55.75,83.7601227977364,83.7601227977364
Gillnets,-0.75_56.25,-0.75,56.25,202.407149286928,202.407149286928
Gillnets,-0.75_56.75,-0.75,56.75,230.603228343218,230.603228343218
Gillnets,-0.75_57.25,-0.75,57.25,200.294916443979,200.294916443979
Gillnets,-0.75_57.75,-0.75,57.75,141.716921448703,141.716921448703
Gillnets,-0.75_58.25,-0.75,58.25,136.269639568451,136.269639568451
Gillnets,-0.75_58.75,-0.75,58.75,141.646382674022,141.646382674022
Gillnets,-0.75_59.25,-0.75,59.25,180.45745821568,180.45745821568
Gillnets,-0.75_59.75,-0.75,59.75,165.746973082661,165.746973082661
Gillnets,-0.75_60.25,-0.75,60.25,147.178011791994,147.178011791994
Gillnets,-0.75_60.75,-0.75,60.75,224.270450856135,224.270450856135
Gillnets,-0.75_61.25,-0.75,61.25,224.961315408114,224.961315408114
Gillnets,-0.75_61.75,-0.75,61.75,223.465474821859,223.465474821859
Gillnets,-0.75_62.25,-0.75,62.25,240.64252188714,240.64252188714
Gillnets,-0.75_62.75,-0.75,62.75,192.892915079721,192.892915079721
Gillnets,-0.75_63.25,-0.75,63.25,161.660648158614,161.660648158614
Gillnets,-0.75_63.75,-0.75,63.75,213.283718316628,213.283718316628
Gillnets,-0.75_64.25,-0.75,64.25,184.748132021868,184.748132021868
Gillnets,-0.75_64.75,-0.75,64.75,142.751869876493,142.751869876493
Gillnets,-0.75_65.25,-0.75,65.25,143.218671696801,143.218671696801
Gillnets,-0.75_65.75,-0.75,65.75,143.924721150907,143.924721150907
Gillnets,-0.75_66.25,-0.75,66.25,188.547791699138,188.547791699138
Gillnets,-0.75_66.75,-0.75,66.75,179.785248568958,179.785248568958
Gillnets,-0.75_67.25,-0.75,67.25,187.036080142196,187.036080142196
Gillnets,-0.75_67.75,-0.75,67.75,188.003463361898,188.003463361898
Gillnets,-0.75_68.25,-0.75,68.25,315.485341627412,315.485341627412
Gillnets,-0.75_68.75,-0.75,68.75,214.728517453761,214.728517453761
Gillnets,-0.75_69.25,-0.75,69.25,206.281475464393,206.281475464393
Gillnets,-0.75_69.75,-0.75,69.75,237.074882608635,237.074882608635
Gillnets,-0.75_70.25,-0.75,70.25,58.9163874866862,58.9163874866862
Gillnets,-0.75_76.25,-0.75,76.25,16.066372463753,16.066372463753
Gillnets,-0.75_76.75,-0.75,76.75,99.3106356375847,99.3106356375847
Gillnets,-0.75_77.25,-0.75,77.25,156.245698546553,156.245698546553
Gillnets,-0.75_77.75,-0.75,77.75,145.340681604337,145.340681604337
Gillnets,-0.75_78.25,-0.75,78.25,101.132276313742,101.132276313742
Gillnets,-0.75_78.75,-0.75,78.75,141.7075876714,141.7075876714
Gillnets,-0.75_79.25,-0.75,79.25,131.275483434486,131.275483434486
Gillnets,-0.75_79.75,-0.75,79.75,119.806578753172,119.806578753172
Gillnets,-0.75_80.25,-0.75,80.25,159.556515567317,159.556515567317
Gillnets,-0.75_80.75,-0.75,80.75,123.359458557851,123.359458557851
Gillnets,-0.75_81.25,-0.75,81.25,74.986973651408,74.986973651408
Gillnets,-0.75_81.75,-0.75,81.75,65.0996348954656,65.0996348954656
Gillnets,-0.75_82.25,-0.75,82.25,73.5669124780033,73.5669124780033
Gillnets,-0.75_82.75,-0.75,82.75,116.603986314678,116.603986314678
Gillnets,-0.75_83.25,-0.75,83.25,153.123951012159,153.123951012159
Gillnets,-0.75_83.75,-0.75,83.75,220.64654755216,220.64654755216
Gillnets,-0.75_84.25,-0.75,84.25,94.7386220655659,94.7386220655659
Gillnets,-0.75_84.75,-0.75,84.75,63.899052162289,63.899052162289
Gillnets,-0.75_85.25,-0.75,85.25,81.980952753463,81.980952753463
Gillnets,-0.75_85.75,-0.75,85.75,90.7184671529356,90.7184671529356
Gillnets,-0.75_86.25,-0.75,86.25,86.5466147101814,86.5466147101814
Gillnets,-0.75_86.75,-0.75,86.75,80.7666467241013,80.7666467241013
Gillnets,-0.75_87.25,-0.75,87.25,73.0200478700256,73.0200478700256
Gillnets,-0.75_87.75,-0.75,87.75,70.8913524623412,70.8913524623412
Gillnets,-0.75_88.25,-0.75,88.25,79.8165897505097,79.8165897505097
Gillnets,-0.75_88.75,-0.75,88.75,96.8930784921147,96.8930784921147
Gillnets,-0.75_89.25,-0.75,89.25,130.685438779045,130.685438779045
Gillnets,-0.75_89.75,-0.75,89.75,144.565455767959,144.565455767959
Gillnets,-0.75_90.25,-0.75,90.25,219.034310591394,219.034310591394
Gillnets,-0.75_90.75,-0.75,90.75,104.741139187679,104.741139187679
Gillnets,-0.75_91.25,-0.75,91.25,64.0124593023783,64.0124593023783
Gillnets,-0.75_91.75,-0.75,91.75,87.3130246725812,87.3130246725812
Gillnets,-0.75_92.25,-0.75,92.25,109.354757103557,109.354757103557
Gillnets,-0.75_92.75,-0.75,92.75,108.056008735438,108.056008735438
Gillnets,-0.75_93.25,-0.75,93.25,282.097203377006,282.097203377006
Gillnets,-0.75_93.75,-0.75,93.75,570.451431249187,570.451431249187
Gillnets,-0.75_94.25,-0.75,94.25,813.545278572874,813.545278572874
Gillnets,-0.75_94.75,-0.75,94.75,540.742903274695,540.742903274695
Gillnets,-0.75_95.25,-0.75,95.25,127.645742371902,127.645742371902
Gillnets,-0.75_97.25,-0.75,97.25,1648.44128717743,1648.44128717743
Gillnets,-0.75_97.75,-0.75,97.75,10482.4957805339,10482.4957805339
Gillnets,-0.75_98.25,-0.75,98.25,36036.3934420428,23985.9582093003
Gillnets,-0.75_98.75,-0.75,98.75,49891.248786119,23985.9582093003
Gillnets,-0.75_99.25,-0.75,99.25,42004.0114540022,23985.9582093003
Gillnets,-0.75_99.75,-0.75,99.75,30314.978517285,23985.9582093003
Gillnets,-1.25_100.25,-1.25,100.25,41484.9230458143,23985.9582093003
Gillnets,-1.25_42.25,-1.25,42.25,197.063999311458,197.063999311458
Gillnets,-1.25_45.25,-1.25,45.25,14.7752742190212,14.7752742190212
Gillnets,-1.25_45.75,-1.25,45.75,67.9058692383904,67.9058692383904
Gillnets,-1.25_46.25,-1.25,46.25,197.180803584656,197.180803584656
Gillnets,-1.25_46.75,-1.25,46.75,164.334421572977,164.334421572977
Gillnets,-1.25_47.25,-1.25,47.25,176.038848994678,176.038848994678
Gillnets,-1.25_47.75,-1.25,47.75,260.554459510755,260.554459510755
Gillnets,-1.25_48.25,-1.25,48.25,281.801891453065,281.801891453065
Gillnets,-1.25_48.75,-1.25,48.75,238.812210421603,238.812210421603
Gillnets,-1.25_49.25,-1.25,49.25,304.044867561187,304.044867561187
Gillnets,-1.25_49.75,-1.25,49.75,366.104714187361,366.104714187361
Gillnets,-1.25_50.25,-1.25,50.25,323.183438512622,323.183438512622
Gillnets,-1.25_50.75,-1.25,50.75,314.549594476749,314.549594476749
Gillnets,-1.25_51.25,-1.25,51.25,277.57034753013,277.57034753013
Gillnets,-1.25_51.75,-1.25,51.75,184.105013139131,184.105013139131
Gillnets,-1.25_52.25,-1.25,52.25,128.499797797734,128.499797797734
Gillnets,-1.25_52.75,-1.25,52.75,135.844701739243,135.844701739243
Gillnets,-1.25_53.25,-1.25,53.25,140.564641672621,140.564641672621
Gillnets,-1.25_53.75,-1.25,53.75,57.2249252068544,57.2249252068544
Gillnets,-1.25_54.25,-1.25,54.25,20.8919378184693,20.8919378184693
Gillnets,-1.25_54.75,-1.25,54.75,4.58796354554479,4.58796354554479
Gillnets,-1.25_55.25,-1.25,55.25,0.45491809687785,0
Gillnets,-1.25_55.75,-1.25,55.75,14.8255916643924,14.8255916643924
Gillnets,-1.25_56.25,-1.25,56.25,45.4146358729601,45.4146358729601
Gillnets,-1.25_56.75,-1.25,56.75,62.1004979330186,62.1004979330186
Gillnets,-1.25_57.25,-1.25,57.25,61.101904526176,61.101904526176
Gillnets,-1.25_57.75,-1.25,57.75,101.990978555268,101.990978555268
Gillnets,-1.25_58.25,-1.25,58.25,145.332583182539,145.332583182539
Gillnets,-1.25_58.75,-1.25,58.75,179.987671775369,179.987671775369
Gillnets,-1.25_59.25,-1.25,59.25,204.987258257157,204.987258257157
Gillnets,-1.25_59.75,-1.25,59.75,308.578739535778,308.578739535778
Gillnets,-1.25_60.25,-1.25,60.25,227.009498288084,227.009498288084
Gillnets,-1.25_60.75,-1.25,60.75,193.846554797064,193.846554797064
Gillnets,-1.25_61.25,-1.25,61.25,224.469649981729,224.469649981729
Gillnets,-1.25_61.75,-1.25,61.75,198.057545801816,198.057545801816
Gillnets,-1.25_62.25,-1.25,62.25,190.393903222058,190.393903222058
Gillnets,-1.25_62.75,-1.25,62.75,145.758264497795,145.758264497795
Gillnets,-1.25_63.25,-1.25,63.25,151.716051327184,151.716051327184
Gillnets,-1.25_63.75,-1.25,63.75,139.908533172831,139.908533172831
Gillnets,-1.25_64.25,-1.25,64.25,147.595595518399,147.595595518399
Gillnets,-1.25_64.75,-1.25,64.75,146.076204468852,146.076204468852
Gillnets,-1.25_65.25,-1.25,65.25,121.613626400098,121.613626400098
Gillnets,-1.25_65.75,-1.25,65.75,114.875737044305,114.875737044305
Gillnets,-1.25_66.25,-1.25,66.25,143.260287759962,143.260287759962
Gillnets,-1.25_66.75,-1.25,66.75,195.227704419769,195.227704419769
Gillnets,-1.25_67.25,-1.25,67.25,225.357184485433,225.357184485433
Gillnets,-1.25_67.75,-1.25,67.75,183.713827313362,183.713827313362
Gillnets,-1.25_68.25,-1.25,68.25,242.826642710509,242.826642710509
Gillnets,-1.25_68.75,-1.25,68.75,361.362246913422,361.362246913422
Gillnets,-1.25_69.25,-1.25,69.25,251.141631566954,251.141631566954
Gillnets,-1.25_69.75,-1.25,69.75,174.559243843642,174.559243843642
Gillnets,-1.25_70.25,-1.25,70.25,53.3264918675418,53.3264918675418
Gillnets,-1.25_70.75,-1.25,70.75,3.93648526396267,3.93648526396267
Gillnets,-1.25_75.75,-1.25,75.75,25.0289398512959,25.0289398512959
Gillnets,-1.25_76.25,-1.25,76.25,66.8487158071598,66.8487158071598
Gillnets,-1.25_76.75,-1.25,76.75,92.6423518919453,92.6423518919453
Gillnets,-1.25_77.25,-1.25,77.25,80.499647373513,80.499647373513
Gillnets,-1.25_77.75,-1.25,77.75,73.0055496222852,73.0055496222852
Gillnets,-1.25_78.25,-1.25,78.25,66.4736373535643,66.4736373535643
Gillnets,-1.25_78.75,-1.25,78.75,72.3497229864553,72.3497229864553
Gillnets,-1.25_79.25,-1.25,79.25,76.6306114586766,76.6306114586766
Gillnets,-1.25_79.75,-1.25,79.75,128.774201304531,128.774201304531
Gillnets,-1.25_80.25,-1.25,80.25,145.605191697677,145.605191697677
Gillnets,-1.25_80.75,-1.25,80.75,143.685270011801,143.685270011801
Gillnets,-1.25_81.25,-1.25,81.25,108.123514596403,108.123514596403
Gillnets,-1.25_81.75,-1.25,81.75,111.503397900717,111.503397900717
Gillnets,-1.25_82.25,-1.25,82.25,85.6346719000381,85.6346719000381
Gillnets,-1.25_82.75,-1.25,82.75,133.630751104804,133.630751104804
Gillnets,-1.25_83.25,-1.25,83.25,118.528403231643,118.528403231643
Gillnets,-1.25_83.75,-1.25,83.75,94.0555215976003,94.0555215976003
Gillnets,-1.25_84.25,-1.25,84.25,76.2712894058092,76.2712894058092
Gillnets,-1.25_84.75,-1.25,84.75,68.1769885995187,68.1769885995187
Gillnets,-1.25_85.25,-1.25,85.25,98.8612443530003,98.8612443530003
Gillnets,-1.25_85.75,-1.25,85.75,111.533891630066,111.533891630066
Gillnets,-1.25_86.25,-1.25,86.25,106.584164844193,106.584164844193
Gillnets,-1.25_86.75,-1.25,86.75,79.5786619925559,79.5786619925559
Gillnets,-1.25_87.25,-1.25,87.25,94.4555851963467,94.4555851963467
Gillnets,-1.25_87.75,-1.25,87.75,101.173680936386,101.173680936386
Gillnets,-1.25_88.25,-1.25,88.25,95.5653261675461,95.5653261675461
Gillnets,-1.25_88.75,-1.25,88.75,122.15754586481,122.15754586481
Gillnets,-1.25_89.25,-1.25,89.25,220.560850114454,220.560850114454
Gillnets,-1.25_89.75,-1.25,89.75,155.268176750779,155.268176750779
Gillnets,-1.25_90.25,-1.25,90.25,158.355442140906,158.355442140906
Gillnets,-1.25_90.75,-1.25,90.75,96.5849959461189,96.5849959461189
Gillnets,-1.25_91.25,-1.25,91.25,84.2251388965945,84.2251388965945
Gillnets,-1.25_91.75,-1.25,91.75,96.9567325790085,96.9567325790085
Gillnets,-1.25_92.25,-1.25,92.25,108.13408445384,108.13408445384
Gillnets,-1.25_92.75,-1.25,92.75,102.50784114899,102.50784114899
Gillnets,-1.25_93.25,-1.25,93.25,100.607099582959,100.607099582959
Gillnets,-1.25_93.75,-1.25,93.75,202.028316051108,202.028316051108
Gillnets,-1.25_94.25,-1.25,94.25,546.925060932837,546.925060932837
Gillnets,-1.25_94.75,-1.25,94.75,866.891776607106,866.891776607106
Gillnets,-1.25_95.25,-1.25,95.25,348.323852480684,348.323852480684
Gillnets,-1.25_95.75,-1.25,95.75,68.9549732381818,68.9549732381818
Gillnets,-1.25_97.75,-1.25,97.75,2337.62021837998,2337.62021837998
Gillnets,-1.25_98.25,-1.25,98.25,16104.3424053284,16104.3424053284
Gillnets,-1.25_99.25,-1.25,99.25,44538.6082824114,23985.9582093003
Gillnets,-1.25_99.75,-1.25,99.75,25395.2227807146,23985.9582093003
Gillnets,-1.75_100.25,-1.75,100.25,41233.7534951378,23985.9582093003
Gillnets,-1.75_100.75,-1.75,100.75,43732.5351604768,23985.9582093003
Gillnets,-1.75_41.75,-1.75,41.75,2030.72584236674,2030.72584236674
Gillnets,-1.75_42.25,-1.75,42.25,394.127998622916,394.127998622916
Gillnets,-1.75_44.75,-1.75,44.75,18.1141485700257,18.1141485700257
Gillnets,-1.75_45.25,-1.75,45.25,89.7523879345383,89.7523879345383
Gillnets,-1.75_45.75,-1.75,45.75,234.043991889923,234.043991889923
Gillnets,-1.75_46.25,-1.75,46.25,196.488281431998,196.488281431998
Gillnets,-1.75_46.75,-1.75,46.75,158.270665431852,158.270665431852
Gillnets,-1.75_47.25,-1.75,47.25,178.843418756476,178.843418756476
Gillnets,-1.75_47.75,-1.75,47.75,211.830004047161,211.830004047161
Gillnets,-1.75_48.25,-1.75,48.25,203.780146818206,203.780146818206
Gillnets,-1.75_48.75,-1.75,48.75,246.885843755718,246.885843755718
Gillnets,-1.75_49.25,-1.75,49.25,402.166083120326,402.166083120326
Gillnets,-1.75_49.75,-1.75,49.75,364.703513105564,364.703513105564
Gillnets,-1.75_50.25,-1.75,50.25,345.203806033317,345.203806033317
Gillnets,-1.75_50.75,-1.75,50.75,432.758541516137,432.758541516137
Gillnets,-1.75_51.25,-1.75,51.25,280.416475609634,280.416475609634
Gillnets,-1.75_51.75,-1.75,51.75,138.638649970717,138.638649970717
Gillnets,-1.75_52.25,-1.75,52.25,103.223624516019,103.223624516019
Gillnets,-1.75_52.75,-1.75,52.75,85.8194555992923,85.8194555992923
Gillnets,-1.75_53.25,-1.75,53.25,39.1945891066443,39.1945891066443
Gillnets,-1.75_53.75,-1.75,53.75,10.9116551342273,10.9116551342273
Gillnets,-1.75_54.25,-1.75,54.25,0.388837829165354,0
Gillnets,-1.75_54.75,-1.75,54.75,0.236993817254582,0
Gillnets,-1.75_55.25,-1.75,55.25,0.287479061034927,0
Gillnets,-1.75_55.75,-1.75,55.75,0.270904124535614,0
Gillnets,-1.75_56.25,-1.75,56.25,0.464158844837641,0
Gillnets,-1.75_56.75,-1.75,56.75,0.511411360060622,0
Gillnets,-1.75_57.25,-1.75,57.25,6.02430050625099,6.02430050625099
Gillnets,-1.75_57.75,-1.75,57.75,43.9063954856191,43.9063954856191
Gillnets,-1.75_58.25,-1.75,58.25,166.188503942909,166.188503942909
Gillnets,-1.75_58.75,-1.75,58.75,196.550290260157,196.550290260157
Gillnets,-1.75_59.25,-1.75,59.25,256.576743825381,256.576743825381
Gillnets,-1.75_59.75,-1.75,59.75,447.872196792645,447.872196792645
Gillnets,-1.75_60.25,-1.75,60.25,210.99139674505,210.99139674505
Gillnets,-1.75_60.75,-1.75,60.75,189.582190756265,189.582190756265
Gillnets,-1.75_61.25,-1.75,61.25,224.443397147593,224.443397147593
Gillnets,-1.75_61.75,-1.75,61.75,234.029726324468,234.029726324468
Gillnets,-1.75_62.25,-1.75,62.25,259.463403269784,259.463403269784
Gillnets,-1.75_62.75,-1.75,62.75,343.946458267494,343.946458267494
Gillnets,-1.75_63.25,-1.75,63.25,282.420085457562,282.420085457562
Gillnets,-1.75_63.75,-1.75,63.75,219.294866550277,219.294866550277
Gillnets,-1.75_64.25,-1.75,64.25,213.532088927563,213.532088927563
Gillnets,-1.75_64.75,-1.75,64.75,164.339153843243,164.339153843243
Gillnets,-1.75_65.25,-1.75,65.25,138.872878120306,138.872878120306
Gillnets,-1.75_65.75,-1.75,65.75,142.268484594512,142.268484594512
Gillnets,-1.75_66.25,-1.75,66.25,130.135832920319,130.135832920319
Gillnets,-1.75_66.75,-1.75,66.75,200.528525306616,200.528525306616
Gillnets,-1.75_67.25,-1.75,67.25,351.475539843342,351.475539843342
Gillnets,-1.75_67.75,-1.75,67.75,346.10523587038,346.10523587038
Gillnets,-1.75_68.25,-1.75,68.25,291.263061719787,291.263061719787
Gillnets,-1.75_68.75,-1.75,68.75,226.287994808469,226.287994808469
Gillnets,-1.75_69.25,-1.75,69.25,185.194272437063,185.194272437063
Gillnets,-1.75_69.75,-1.75,69.75,116.767978751064,116.767978751064
Gillnets,-1.75_70.25,-1.75,70.25,57.2388590483299,57.2388590483299
Gillnets,-1.75_70.75,-1.75,70.75,7.88716947566605,7.88716947566605
Gillnets,-1.75_71.25,-1.75,71.25,0.0068567991621113,0
Gillnets,-1.75_75.75,-1.75,75.75,56.6735418040932,56.6735418040932
Gillnets,-1.75_76.25,-1.75,76.25,231.448028768879,231.448028768879
Gillnets,-1.75_76.75,-1.75,76.75,119.665971183864,119.665971183864
Gillnets,-1.75_77.25,-1.75,77.25,67.1761461832174,67.1761461832174
Gillnets,-1.75_77.75,-1.75,77.75,57.6437766201982,57.6437766201982
Gillnets,-1.75_78.25,-1.75,78.25,68.7524995953144,68.7524995953144
Gillnets,-1.75_78.75,-1.75,78.75,74.6851401840673,74.6851401840673
Gillnets,-1.75_79.25,-1.75,79.25,52.9107923338627,52.9107923338627
Gillnets,-1.75_79.75,-1.75,79.75,77.3925371017611,77.3925371017611
Gillnets,-1.75_80.25,-1.75,80.25,138.376170049926,138.376170049926
Gillnets,-1.75_80.75,-1.75,80.75,172.064258645596,172.064258645596
Gillnets,-1.75_81.25,-1.75,81.25,198.808981163487,198.808981163487
Gillnets,-1.75_81.75,-1.75,81.75,179.566465343271,179.566465343271
Gillnets,-1.75_82.25,-1.75,82.25,129.695985161275,129.695985161275
Gillnets,-1.75_82.75,-1.75,82.75,177.341867148664,177.341867148664
Gillnets,-1.75_83.25,-1.75,83.25,108.591027276191,108.591027276191
