species_id,class,common_name,sciname,grp_code,depth_m_min_adj,depth_m_max_adj,gear,gear_min,gear_max,ol_length,gear_range,spp_range,encount_prob,overlap_prop,encount123,sumA,ncells_overlap,A_scaled,ncells_spp,prop_exposure,avail123,sel0123,pcm,suscept0123
ITS-Mam-612596,Mammalia,Indian Ocean bottlenose dolphin,Tursiops aduncus,IDP,0,50,LLT,0,400,50,400,50,0.125,1,3,286.56085573198936,2141,1.4883364740237282,2651,0.8076197661259902,3,1,1,1.7320508075688774
ITS-Mam-180449,Mammalia,Commerson's dolphin,Cephalorhynchus commersonii,SOCD,0,50,GND,0,20,20,20,50,0.4,0.4,2,0.08687857347490535,55,1.0001459002891706,59,0.9322033898305084,3,3,3,2.7108060108295344
ITS-Mam-180449,Mammalia,Commerson's dolphin,Cephalorhynchus commersonii,SOCD,0,50,PST,0,280,50,280,50,0.17857142857142858,1,3,0.077845640910709335,55,1.0001305069449835,59,0.9322033898305084,3,3,1,2.2795070569547775
ITS-Mam-180449,Mammalia,Commerson's dolphin,Cephalorhynchus commersonii,SOCD,0,50,LLT,0,400,50,400,50,0.125,1,3,0.3055529037519591,52,1.0005185510542345,59,0.8813559322033898,3,1,1,1.7320508075688774
Fis-32599,Elasmobranchii,Longcomb sawfish,Pristis zijsron,IE,1,70,GND,0,20,19,20,69,0.26159420289855073,0.2753623188405797,2,259.7818381373154,865,1.4427013901907633,1184,0.7305743243243243,3,1,3,2.0597671439071177
Fis-32599,Elasmobranchii,Longcomb sawfish,Pristis zijsron,IE,1,70,PST,0,280,69,280,69,0.24642857142857144,1,3,81.69586982379269,864,1.1392187077237743,1184,0.7297297297297297,3,1,2,2.0597671439071177
Fis-32599,Elasmobranchii,Longcomb sawfish,Pristis zijsron,IE,1,70,LLT,0,400,69,400,69,0.1725,1,3,200.75069272359315,909,1.3421042991963965,1184,0.7677364864864865,3,1,2,2.0597671439071177
Rep-2941,Reptilia,green sea turtle,Chelonia mydas,ST,0,95,GND,0,20,20,20,95,0.21052631578947367,0.21052631578947367,1,652.9740359852476,1778,2.1127543093399277,2283,0.7787998247919404,3,3,3,2.2795070569547775
Rep-2941,Reptilia,green sea turtle,Chelonia mydas,ST,0,95,PST,0,280,95,280,95,0.3392857142857143,1,3,185.08223316046497,1765,1.3154031155861738,2283,0.7731055628558914,3,3,2,2.7108060108295344
Rep-2941,Reptilia,green sea turtle,Chelonia mydas,ST,0,95,LLT,0,400,95,400,95,0.2375,1,3,432.84893628033205,1836,1.7376312360882968,2283,0.8042049934296978,3,3,2,2.7108060108295344
Rep-6936,Reptilia,Olive ridley turtle,Lepidochelys olivacea,ST,0,95,GND,0,20,20,20,95,0.21052631578947367,0.21052631578947367,1,365.5655511765199,1163,1.6229712076192608,1502,0.774300932090546,3,3,3,2.2795070569547775
Rep-6936,Reptilia,Olive ridley turtle,Lepidochelys olivacea,ST,0,95,PST,0,280,95,280,95,0.3392857142857143,1,3,117.73170014975769,1165,1.2006286579619407,1502,0.7756324900133156,3,3,2,2.7108060108295344
Rep-6936,Reptilia,Olive ridley turtle,Lepidochelys olivacea,ST,0,95,LLT,0,400,95,400,95,0.2375,1,3,272.73601904516727,1193,1.4647770742455355,1502,0.7942743009320905,3,3,2,2.7108060108295344
Rep-8732,Reptilia,flatback turtle,Natator depressa,ST,0,95,GND,0,20,20,20,95,0.21052631578947367,0.21052631578947367,1,82.10591440327698,546,1.1399174793905789,612,0.8921568627450981,3,3,3,2.2795070569547775
Rep-8732,Reptilia,flatback turtle,Natator depressa,ST,0,95,PST,0,280,95,280,95,0.3392857142857143,1,3,28.106715004250873,546,1.0478955079804828,612,0.8921568627450981,3,3,2,2.7108060108295344
Rep-8732,Reptilia,flatback turtle,Natator depressa,ST,0,95,LLT,0,400,95,400,95,0.2375,1,3,84.95549587416463,546,1.1447735533243248,612,0.8921568627450981,3,3,2,2.7108060108295344
ITS-Mam-612592,Mammalia,Antarctic minke whale,Balaenoptera bonaerensis,BW,0,100,GND,0,20,20,20,100,0.2,0.2,1,18.89891038609835,11890,1.0322041580576788,12553,0.9471839400940014,3,2,2,1.8612097182041991
ITS-Mam-612592,Mammalia,Antarctic minke whale,Balaenoptera bonaerensis,BW,0,100,PST,0,280,100,280,100,0.35714285714285715,1,3,16.423782196159664,11530,1.027986203383059,12553,0.9185055365251334,3,1,1,1.7320508075688774
ITS-Mam-180535,Mammalia,pygmy right whale,Caperea marginata,BW,0,100,GND,0,20,20,20,100,0.2,0.2,1,65.7421408916266,9868,1.112031386355697,10477,0.9418726734752315,3,2,2,1.8612097182041991
ITS-Mam-180535,Mammalia,pygmy right whale,Caperea marginata,BW,0,100,PST,0,280,100,280,100,0.35714285714285715,1,3,52.626701800733144,9506,1.0896808964505666,10477,0.9073207979383411,3,1,1,1.7320508075688774
Fis-23051,Elasmobranchii,Spinner shark,Carcharhinus brevipinna,SSE,3,100,GND,0,20,17,20,97,0.14896907216494845,0.17525773195876287,1,570.2857297904447,1390,1.971842202618126,1856,0.7489224137931034,3,3,3,2.2795070569547775
Fis-23051,Elasmobranchii,Spinner shark,Carcharhinus brevipinna,SSE,3,100,PST,0,280,97,280,97,0.3464285714285714,1,3,157.12818409106285,1377,1.2677656184956645,1856,0.7419181034482759,3,2,3,2.7108060108295344
Fis-23051,Elasmobranchii,Spinner shark,Carcharhinus brevipinna,SSE,3,100,LLT,0,400,97,400,97,0.2425,1,3,354.1378959902577,1447,1.6034969307681557,1856,0.7796336206896551,3,3,3,3.0000000000000004
Fis-23060,Elasmobranchii,Blacktip shark,Carcharhinus limbatus,SSE,3,100,GND,0,20,17,20,97,0.14896907216494845,0.17525773195876287,1,556.334216486166,1660,1.948066928675137,2158,0.7692307692307693,3,3,3,2.2795070569547775
Fis-23060,Elasmobranchii,Blacktip shark,Carcharhinus limbatus,SSE,3,100,PST,0,280,97,280,97,0.3464285714285714,1,3,157.8156669191044,1647,1.2689371826271896,2158,0.763206672845227,3,2,3,2.7108060108295344
Fis-23060,Elasmobranchii,Blacktip shark,Carcharhinus limbatus,SSE,3,100,LLT,0,400,97,400,97,0.2425,1,3,352.9248623896592,1716,1.60142975672565,2158,0.7951807228915663,3,3,3,3.0000000000000004
ITS-Mam-555654,Mammalia,Indo-Pacific common dolphin,Delphinus delphis tropicalis,SOCD,0,100,GND,0,20,20,20,100,0.2,0.2,1,381.03747077585,2267,1.6493374604317894,2800,0.8096428571428571,3,3,3,2.2795070569547775
ITS-Mam-555654,Mammalia,Indo-Pacific common dolphin,Delphinus delphis tropicalis,SOCD,0,100,PST,0,280,100,280,100,0.35714285714285715,1,3,92.67176618598864,2256,1.1579231261685483,2800,0.8057142857142857,3,3,1,2.2795070569547775
ITS-Mam-555654,Mammalia,Indo-Pacific common dolphin,Delphinus delphis tropicalis,SOCD,0,100,LLT,0,400,100,400,100,0.25,1,3,226.95632109999065,2289,1.386762249908161,2800,0.8175,3,1,1,1.7320508075688774
ITS-Mam-180430,Mammalia,Pantropical spotted dolphin,Stenella attenuata,SOCD,0,100,GND,0,20,20,20,100,0.2,0.2,1,554.0233576773023,15619,1.9441289113413864,17105,0.9131248173048816,3,3,3,2.2795070569547775
ITS-Mam-180430,Mammalia,Pantropical spotted dolphin,Stenella attenuata,SOCD,0,100,PST,0,280,100,280,100,0.35714285714285715,1,3,252.61471380128603,15898,1.4304876366891772,17105,0.9294358374744227,3,3,1,2.2795070569547775
ITS-Mam-180430,Mammalia,Pantropical spotted dolphin,Stenella attenuata,SOCD,0,100,LLT,0,400,100,400,100,0.25,1,3,443.3370893935796,16008,1.7555044737783612,17105,0.9358667056416252,3,1,1,1.7320508075688774
ITS-Mam-180417,Mammalia,rough-toothed dolphin,Steno bredanensis,SOCD,0,100,GND,0,20,20,20,100,0.2,0.2,1,746.7812934553647,15790,2.2726146195120505,17343,0.9104537853889177,3,3,3,2.2795070569547775
ITS-Mam-180417,Mammalia,rough-toothed dolphin,Steno bredanensis,SOCD,0,100,PST,0,280,100,280,100,0.35714285714285715,1,3,308.687357958285,16066,1.5260430396382976,17343,0.9263679870841262,3,3,1,2.2795070569547775
ITS-Mam-180417,Mammalia,rough-toothed dolphin,Steno bredanensis,SOCD,0,100,LLT,0,400,100,400,100,0.25,1,3,563.7911474843886,16176,1.9607745520984925,17343,0.9327106037017817,3,1,1,1.7320508075688774
Fis-159132,Elasmobranchii,Western wobbegong,Orectolobus hutchinsi,BE,5,106,GND,0,20,15,20,101,0.11138613861386136,0.1485148514851485,1,4.966549401753582,203,1.0084615222696447,233,0.871244635193133,3,1,2,1.5650845800732873
Fis-23201,Elasmobranchii,Spotted wobbegong,Orectolobus maculatus,BE,5,110,GND,0,20,15,20,105,0.10714285714285714,0.14285714285714285,1,9.77267488965299,287,1.016651812999192,321,0.8940809968847352,3,1,2,1.5650845800732873
Rep-5181,Reptilia,hawksbill turtle,Eretmochelys imbricata,ST,0,140,GND,0,20,20,20,140,0.14285714285714285,0.14285714285714285,1,739.4997867016791,1869,2.2602059428322594,2386,0.7833193629505448,3,3,3,2.2795070569547775
Rep-5181,Reptilia,hawksbill turtle,Eretmochelys imbricata,ST,0,140,PST,0,280,140,280,140,0.5,1,3,198.66694897606067,1843,1.3385533167800747,2386,0.7724224643755239,3,3,2,2.7108060108295344
Rep-5181,Reptilia,hawksbill turtle,Eretmochelys imbricata,ST,0,140,LLT,0,400,140,400,140,0.35,1,3,448.22895468762,1930,1.7638408767850755,2386,0.8088851634534786,3,3,2,2.7108060108295344
Fis-164471,Elasmobranchii,Thornback skate,Dentiraja lemprieri,BE,3,170,GND,0,20,17,20,167,0.08652694610778443,0.10179640718562874,1,5.1924518120940775,140,1.0088464906650505,153,0.9150326797385621,3,1,2,1.5650845800732873
ITS-Mam-552771,Mammalia,southern right whale,Eubalaena australis,BW,0,175,GND,0,20,20,20,175,0.11428571428571428,0.11428571428571428,1,96.03587593566874,12005,1.1636560261865263,12688,0.9461696090794451,3,2,2,1.8612097182041991
ITS-Mam-552771,Mammalia,southern right whale,Eubalaena australis,BW,0,175,PST,0,280,175,280,175,0.625,1,3,78.50419908305366,11646,1.1337796672023694,12688,0.917875157629256,3,1,1,1.7320508075688774
ITS-Mam-180530,Mammalia,humpback whale,Megaptera novaeangliae,BW,0,200,GND,0,20,20,20,200,0.1,0.1,1,551.3442586817819,21135,1.9395633627052145,23311,0.90665351121788,3,2,2,1.8612097182041991
ITS-Mam-180530,Mammalia,humpback whale,Megaptera novaeangliae,BW,0,200,PST,0,280,200,280,200,0.7142857142857143,1,3,288.7054412923253,21046,1.4919911391542504,23311,0.9028355711895671,3,1,1,1.7320508075688774
Fis-23277,Elasmobranchii,Smooth hammerhead,Sphyrna zygaena,SSE,5,200,GND,0,20,15,20,195,0.05769230769230769,0.07692307692307693,1,883.4582119933796,18869,2.5055306558626205,20499,0.9204839260451729,3,3,3,2.2795070569547775
Fis-23277,Elasmobranchii,Smooth hammerhead,Sphyrna zygaena,SSE,5,200,PST,0,280,195,280,195,0.6964285714285714,1,3,393.38356531849905,19142,1.6703768827134924,20499,0.9338016488609201,3,2,3,2.7108060108295344
Fis-23277,Elasmobranchii,Smooth hammerhead,Sphyrna zygaena,SSE,5,200,LLT,0,400,195,400,195,0.4875,1,3,712.6025723219142,19253,2.21436943562081,20499,0.9392165471486414,3,3,3,3.0000000000000004
ITS-Mam-180438,Mammalia,common dolphin,Delphinus delphis,SOCD,0,200,GND,0,20,20,20,200,0.1,0.1,1,119.33341755941676,4551,1.203358202016651,4714,0.9654221467967755,3,3,3,2.2795070569547775
ITS-Mam-180438,Mammalia,common dolphin,Delphinus delphis,SOCD,0,200,PST,0,280,200,280,200,0.7142857142857143,1,3,49.028677437093336,4464,1.0835493741537812,4714,0.9469664828171405,3,3,1,2.2795070569547775
ITS-Mam-180438,Mammalia,common dolphin,Delphinus delphis,SOCD,0,200,LLT,0,400,200,400,200,0.5,1,3,109.58533989256978,4557,1.1867461534243493,4714,0.9666949512091642,3,1,1,1.7320508075688774
ITS-Mam-180447,Mammalia,hourglass dolphin,Lagenorhynchus cruciger,SOCD,0,200,GND,0,20,20,20,200,0.1,0.1,1,4.3169816065774285,4196,1.007354570504769,4765,0.8805876180482686,3,3,3,2.2795070569547775
ITS-Mam-180447,Mammalia,hourglass dolphin,Lagenorhynchus cruciger,SOCD,0,200,PST,0,280,200,280,200,0.7142857142857143,1,3,4.270863723634648,3831,1.0072759793672543,4765,0.80398740818468,3,3,1,2.2795070569547775
ITS-Mam-180447,Mammalia,hourglass dolphin,Lagenorhynchus cruciger,SOCD,0,200,LLT,0,400,200,400,200,0.5,1,3,9.699141400434655,4106,1.016526501944253,4765,0.8616998950682057,3,1,1,1.7320508075688774
ITS-Mam-180445,Mammalia,dusky dolphin,Lagenorhynchus obscurus,SOCD,0,200,GND,0,20,20,20,200,0.1,0.1,1,20.810380552355127,8395,1.035461562888642,8992,0.9336076512455516,3,3,3,2.2795070569547775
ITS-Mam-180445,Mammalia,dusky dolphin,Lagenorhynchus obscurus,SOCD,0,200,PST,0,280,200,280,200,0.7142857142857143,1,3,18.187214993486577,8033,1.0309913324269195,8992,0.8933496441281139,3,3,1,2.2795070569547775
ITS-Mam-180445,Mammalia,dusky dolphin,Lagenorhynchus obscurus,SOCD,0,200,LLT,0,400,200,400,200,0.5,1,3,49.2849835743059,8308,1.0839861546300344,8992,0.923932384341637,3,1,1,1.7320508075688774
ITS-Mam-180455,Mammalia,Southern right whale dolphin,Lissodelphis peronii,SOCD,0,200,GND,0,20,20,20,200,0.1,0.1,1,45.55842678804038,9126,1.077635595624339,9722,0.9386957416169512,3,3,3,2.2795070569547775
ITS-Mam-180455,Mammalia,Southern right whale dolphin,Lissodelphis peronii,SOCD,0,200,PST,0,280,200,280,200,0.7142857142857143,1,3,43.91093520950426,8764,1.0748280461675752,9722,0.9014606048138243,3,3,1,2.2795070569547775
ITS-Mam-180455,Mammalia,Southern right whale dolphin,Lissodelphis peronii,SOCD,0,200,LLT,0,400,200,400,200,0.5,1,3,89.98751419921246,9037,1.1533487961352578,9722,0.9295412466570665,3,1,1,1.7320508075688774
ITS-Mam-180426,Mammalia,bottlenose dolphin,Tursiops truncatus,SOCD,0,200,GND,0,20,20,20,200,0.1,0.1,1,1173.6166198347769,20146,3,21809,0.9237470768948599,3,3,3,2.2795070569547775
ITS-Mam-180426,Mammalia,bottlenose dolphin,Tursiops truncatus,SOCD,0,200,PST,0,280,200,280,200,0.7142857142857143,1,3,365.5050237428748,20305,1.622868060649854,21809,0.9310376450089413,3,3,1,2.2795070569547775
ITS-Mam-180426,Mammalia,bottlenose dolphin,Tursiops truncatus,SOCD,0,200,LLT,0,400,200,400,200,0.5,1,3,742.2551115267551,20471,2.264901390637051,21809,0.9386491815305608,3,1,1,1.7320508075688774
Fis-23061,Elasmobranchii,Oceanic whitetip shark,Carcharhinus longimanus,OE,1,230,GND,0,20,19,20,229,0.07882096069868995,0.08296943231441048,1,833.5067334065461,17696,2.420406550587598,19339,0.9150421428202079,3,3,3,2.2795070569547775
Fis-23061,Elasmobranchii,Oceanic whitetip shark,Carcharhinus longimanus,OE,1,230,PST,0,280,229,280,229,0.8178571428571428,1,3,387.4021888308489,17971,1.6601838046259405,19339,0.9292621128289984,3,3,2,2.7108060108295344
Fis-23061,Elasmobranchii,Oceanic whitetip shark,Carcharhinus longimanus,OE,1,230,LLT,0,400,229,400,229,0.5725,1,3,690.6639317659992,18062,2.1769830118130304,19339,0.9339676301773618,3,3,2,2.7108060108295344
ITS-Mam-180528,Mammalia,blue whale,Balaenoptera musculus,BW,0,250,GND,0,20,20,20,250,0.08,0.08,1,425.191542470865,20874,1.724581996802291,22909,0.9111702824217557,3,2,2,1.8612097182041991
ITS-Mam-180528,Mammalia,blue whale,Balaenoptera musculus,BW,0,250,PST,0,280,250,280,250,0.8928571428571429,1,3,248.39182071779987,20793,1.4232912532071755,22909,0.9076345541053734,3,1,1,1.7320508075688774
ITS-Mam-180527,Mammalia,fin whale,Balaenoptera physalus,BW,0,250,GND,0,20,20,20,250,0.08,0.08,1,179.7172576266653,21163,1.3062604684602594,23281,0.9090245264378678,3,2,2,1.8612097182041991
ITS-Mam-180527,Mammalia,fin whale,Balaenoptera physalus,BW,0,250,PST,0,280,250,280,250,0.8928571428571429,1,3,115.58828340524131,21069,1.196975984652355,23281,0.9049868991881792,3,1,1,1.7320508075688774
ITS-Mam-180429,Mammalia,spinner dolphin,Stenella longirostris,SOCD,0,250,GND,0,20,20,20,250,0.08,0.08,1,566.4936376291298,11193,1.965379962430556,12702,0.8811998110533774,3,3,3,2.2795070569547775
ITS-Mam-180429,Mammalia,spinner dolphin,Stenella longirostris,SOCD,0,250,PST,0,280,250,280,250,0.8928571428571429,1,3,232.2913674755921,11474,1.3958538936827165,12702,0.9033223114470162,3,3,1,2.2795070569547775
ITS-Mam-180429,Mammalia,spinner dolphin,Stenella longirostris,SOCD,0,250,LLT,0,400,250,400,250,0.625,1,3,425.3350189958428,11573,1.724826500291722,12702,0.911116359628405,3,1,1,1.7320508075688774
ITS-Mam-180526,Mammalia,sei whale,Balaenoptera borealis,BW,0,300,GND,0,20,20,20,300,0.06666666666666667,0.06666666666666667,1,62.68820630284412,16783,1.1068270669482816,18311,0.91655289170444,3,2,2,1.8612097182041991
ITS-Mam-180526,Mammalia,sei whale,Balaenoptera borealis,BW,0,300,PST,0,280,280,280,300,0.9333333333333332,0.9333333333333333,3,58.17620642803584,16657,1.0991380062195506,18311,0.9096717819889684,3,1,1,1.7320508075688774
Fis-31568,Elasmobranchii,Pelagic thresher,Alopias pelagicus,OE,0,300,GND,0,20,20,20,300,0.06666666666666667,0.06666666666666667,1,892.3694496489263,13446,2.520716615393385,15038,0.8941348583588243,3,3,3,2.2795070569547775
Fis-31568,Elasmobranchii,Pelagic thresher,Alopias pelagicus,OE,0,300,PST,0,280,280,280,300,0.9333333333333332,0.9333333333333333,3,380.9945419130346,13722,1.6492643038177908,15038,0.912488362814204,3,3,2,2.7108060108295344
Fis-31568,Elasmobranchii,Pelagic thresher,Alopias pelagicus,OE,0,300,LLT,0,400,300,400,300,0.75,1,3,646.2210262264825,13827,2.101246263334261,15038,0.9194706742917941,3,3,2,2.7108060108295344
ITS-Mam-180461,Mammalia,pygmy killer whale,Feresa attenuata,LOD,0,400,GND,0,20,20,20,400,0.05,0.05,1,700.6878302376397,12402,2.1940650965261543,13920,0.8909482758620689,3,2,2,1.8612097182041991
ITS-Mam-180461,Mammalia,pygmy killer whale,Feresa attenuata,LOD,0,400,PST,0,280,280,280,400,0.7,0.7,3,272.75348306823753,12680,1.4648068353132842,13920,0.9109195402298851,3,1,1,1.7320508075688774
ITS-Mam-180461,Mammalia,pygmy killer whale,Feresa attenuata,LOD,0,400,LLT,0,400,400,400,400,1,1,3,484.1182243827225,12755,1.8250010677984176,13920,0.9163074712643678,3,2,1,2.0597671439071177
ITS-Mam-552461,Mammalia,long-finned pilot whale,Globicephala melas,LOD,0,400,GND,0,20,20,20,400,0.05,0.05,1,42.99533267169113,11856,1.0732677350612003,12522,0.9468136080498323,3,2,2,1.8612097182041991
ITS-Mam-552461,Mammalia,long-finned pilot whale,Globicephala melas,LOD,0,400,PST,0,280,280,280,400,0.7,0.7,3,36.18135735817759,11497,1.0616557954682486,12522,0.9181440664430602,3,1,1,1.7320508075688774
ITS-Mam-552461,Mammalia,long-finned pilot whale,Globicephala melas,LOD,0,400,LLT,0,400,400,400,400,1,1,3,78.44022671425319,11798,1.1336706495954731,12522,0.9421817601022201,3,2,1,2.0597671439071177
ITS-Mam-180491,Mammalia,pygmy sperm whale,Kogia breviceps,OTW,0,400,GND,0,20,20,20,400,0.05,0.05,1,301.1801769609667,18782,1.513249783390167,20329,0.9239018151409317,3,2,2,1.8612097182041991
ITS-Mam-180491,Mammalia,pygmy sperm whale,Kogia breviceps,OTW,0,400,LLT,0,400,400,400,400,1,1,3,288.6114098857821,19163,1.4918308968636076,20329,0.942643514191549,3,1,1,1.7320508075688774
ITS-Mam-180469,Mammalia,killer whale,Orcinus orca,LOD,0,500,GND,0,20,20,20,500,0.04,0.04,1,498.221621103163,21191,1.8490351717154656,23366,0.9069160318411367,3,2,2,1.8612097182041991
ITS-Mam-180469,Mammalia,killer whale,Orcinus orca,LOD,0,500,PST,0,280,280,280,500,0.56,0.56,3,216.8686047914357,21101,1.369571410931468,23366,0.9030642814345631,3,1,1,1.7320508075688774
ITS-Mam-180469,Mammalia,killer whale,Orcinus orca,LOD,0,500,LLT,0,400,400,400,500,0.8,0.8,3,455.2585966156876,21463,1.7758203415869098,23366,0.9185568775143371,3,2,1,2.0597671439071177
ITS-Mam-180459,Mammalia,melon-headed whale,Peponocephala electra,LOD,0,500,GND,0,20,20,20,500,0.04,0.04,1,653.9550469266271,10543,2.114426085251521,12060,0.874212271973466,3,2,2,1.8612097182041991
ITS-Mam-180459,Mammalia,melon-headed whale,Peponocephala electra,LOD,0,500,PST,0,280,280,280,500,0.56,0.56,3,250.21880901801777,10825,1.4264046894617928,12060,0.8975953565505804,3,1,1,1.7320508075688774
ITS-Mam-180459,Mammalia,melon-headed whale,Peponocephala electra,LOD,0,500,LLT,0,400,400,400,500,0.8,0.8,3,464.1297550587555,10924,1.790938000694966,12060,0.9058043117744611,3,2,1,2.0597671439071177
Fis-23054,Elasmobranchii,Silky shark,Carcharhinus falciformis,PGE,0,500,GND,0,20,20,20,500,0.04,0.04,1,733.1213412707766,13216,2.2493362053247448,14823,0.8915873979626256,3,3,3,2.2795070569547775
Fis-23054,Elasmobranchii,Silky shark,Carcharhinus falciformis,PGE,0,500,PST,0,280,280,280,500,0.56,0.56,3,322.9888238264739,13489,1.550414680290227,14823,0.910004722390879,3,3,3,3.0000000000000004
Fis-23054,Elasmobranchii,Silky shark,Carcharhinus falciformis,PGE,0,500,LLT,0,400,400,400,500,0.8,0.8,3,555.6992052675132,13581,1.946984783294126,14823,0.9162112932604736,3,3,3,3.0000000000000004
Fis-25899,Elasmobranchii,Crocodile shark,Pseudocarcharias kamoharai,OE,0,590,GND,0,20,20,20,590,0.03389830508474576,0.03389830508474576,1,529.034338774677,15810,1.9015442284457875,17319,0.9128702580980426,3,3,3,2.2795070569547775
Fis-25899,Elasmobranchii,Crocodile shark,Pseudocarcharias kamoharai,OE,0,590,PST,0,280,280,280,590,0.4745762711864407,0.4745762711864407,2,315.3828696361803,16092,1.5374531011032155,17319,0.9291529534037762,3,3,2,2.449489742783178
Fis-25899,Elasmobranchii,Crocodile shark,Pseudocarcharias kamoharai,OE,0,590,LLT,0,400,400,400,590,0.6779661016949152,0.6779661016949152,3,544.0301569709536,16206,1.9270991397905224,17319,0.9357353195912004,3,3,2,2.7108060108295344
ITS-Mam-180440,Mammalia,Fraser's dolphin,Lagenodelphis hosei,SOCD,0,600,GND,0,20,20,20,600,0.03333333333333333,0.03333333333333333,1,190.82762255887496,15418,1.3251940396155009,16814,0.916973950279529,3,3,3,2.2795070569547775
